"Etiquetas de fila","2017_corrupcion","2018_corrupcion","2019_corrupcion","2020_corrupcion","2021_corrupcion","2022_corrupcion","2023_corrupcion","2024_corrupcion","2017_IDH","2018_IDH","2019_IDH","2020_IDH","2021_IDH","2022_IDH","2023_IDH","2024_IDH","2017_PIM","2018_PIM","2019_PIM","2020_PIM","2021_PIM","2022_PIM","2023_PIM","2024_PIM","2017_Devengado","2018_Devengado2","2019_Devengado22","2020_Devengado2","2021_Devengado3","2022_Devengado23","2023_Devengado3","2024_Devengado4","2018_fragment","2022_fragment"
"HUANUCO_PUERTO INCA","0","0","1","2","5","0","3","4","0.51026630401611","0.50610601902008","0.50889337062836","0.47094762325287","0.49077567458153","0.49415129423141","0.4935240149498","0.48818668723106","  39,728,735 ","  43,891,915 ","  36,734,863 ","  32,324,291 ","  19,455,390 ","  29,027,698 ","  28,635,090 ","  26,856,294 ","  31,776,734 ","  19,921,160 ","  11,907,174 ","  24,365,066 ","  15,704,375 ","  19,415,192 ","  24,065,514 ","  19,394,983 ","  11 ","  4 "
"HUANUCO_YAROWILCA","1","1","1","3","8","2","2","5","0.41437029838562","0.431785851717","0.43510788679123","0.43162962794304","0.43478816747665","0.41322848200798","0.4100387096405","0.36526256799698","  41,802,041 ","  31,041,402 ","  13,678,623 ","  20,992,435 ","  17,291,074 ","  20,053,941 ","  22,614,947 ","  16,343,749 ","  17,461,229 ","  26,810,330 ","  10,265,078 ","  11,428,191 ","  14,976,225 ","  11,346,652 ","  12,271,319 ","  8,455,887 ","  10 ","  10 "
"ICA_CHINCHA","1","0","0","0","2","1","1","2","0.68841117620468","0.69109559059143","0.69728285074234","0.67499387264252","0.68663161993027","0.68756049871445","0.68520450592041","0.68963873386383","  68,530,051 ","  75,792,324 ","  58,569,479 ","  64,635,673 ","  85,306,917 ","  133,189,067 ","  146,657,797 ","  114,472,621 ","  42,189,470 ","  54,361,948 ","  37,641,043 ","  34,945,186 ","  51,787,544 ","  75,481,121 ","  101,156,014 ","  97,306,633 ","  14 ","  10 "
"ICA_ICA","2","8","7","0","3","4","4","28","0.707350730896","0.71069639921188","0.71784472465515","0.69837552309036","0.70366793870926","0.70827078819275","0.70601373910904","0.70814281702042","  108,656,723 ","  140,956,329 ","  125,885,167 ","  159,705,702 ","  151,230,225 ","  220,603,616 ","  251,287,922 ","  282,556,580 ","  61,979,576 ","  102,205,346 ","  91,863,710 ","  100,254,431 ","  111,192,991 ","  119,218,888 ","  128,133,896 ","  178,676,585 ","  13 ","  8 "
"ICA_NASCA","1","4","3","0","2","4","0","2","0.69145089387894","0.7033132314682","0.71512407064438","0.68238282203674","0.70006197690964","0.70504808425903","0.70733815431595","0.70279663801193","  35,076,856 ","  38,467,053 ","  40,395,972 ","  89,730,994 ","  112,495,042 ","  199,561,665 ","  180,560,234 ","  153,061,653 ","  22,696,343 ","  22,734,814 ","  25,893,989 ","  35,175,447 ","  50,802,669 ","  141,665,268 ","  123,000,811 ","  105,936,002 ","  7 ","  5 "
"ICA_PALPA","1","1","1","1","5","2","1","3","0.65999990701675","0.66192078590393","0.67199915647507","0.65283614397049","0.66164702177048","0.66874724626541","0.67028617858887","0.67938500642776","  6,603,116 ","  8,898,815 ","  14,916,043 ","  26,213,152 ","  16,391,676 ","  14,128,477 ","  16,899,023 ","  15,132,775 ","  3,860,985 ","  3,101,449 ","  4,796,842 ","  15,295,270 ","  12,611,880 ","  7,052,073 ","  15,206,524 ","  8,928,880 ","  7 ","  4 "
"ICA_PISCO","3","2","0","0","2","2","1","2","0.68220543861389","0.69341635704041","0.70017862319946","0.67304009199142","0.68447375297546","0.69189393520355","0.68733644485474","0.69453573226929","  44,766,382 ","  51,363,497 ","  41,797,675 ","  80,993,652 ","  74,245,565 ","  122,432,522 ","  116,154,167 ","  85,173,135 ","  29,432,467 ","  43,525,282 ","  34,937,217 ","  53,407,123 ","  54,720,944 ","  69,719,468 ","  75,018,996 ","  68,366,809 ","  14 ","  8 "
"JUNIN_CHANCHAMAYO","0","0","0","2","0","0","0","0","0.58144170045853","0.57051646709442","0.57525074481964","0.56910389661789","0.57039606571198","0.58571535348892","0.59581536054611","0.61037564277649","  40,133,848 ","  40,948,201 ","  42,019,256 ","  95,973,058 ","  70,544,704 ","  63,763,021 ","  60,181,836 ","  57,008,850 ","  27,878,497 ","  33,086,127 ","  28,107,388 ","  61,292,119 ","  60,627,990 ","  50,526,558 ","  52,270,693 ","  41,671,920 ","  13 ","  10 "
"JUNIN_CHUPACA","3","10","8","22","12","15","27","15","0.56159561872482","0.54997950792313","0.57707476615906","0.5523886680603","0.56584638357162","0.58861047029495","0.58512192964554","0.58514195680618","  27,188,782 ","  18,186,638 ","  15,441,972 ","  27,549,824 ","  29,910,368 ","  32,754,540 ","  28,230,600 ","  30,495,783 ","  22,126,683 ","  16,542,658 ","  11,279,626 ","  17,387,373 ","  21,043,120 ","  26,284,351 ","  23,021,950 ","  25,825,663 ","  12 ","  8 "
"JUNIN_CONCEPCION","1","0","5","1","5","9","15","5","0.54842013120651","0.54085057973862","0.55895066261292","0.54209887981415","0.55578774213791","0.57635903358459","0.57575911283493","0.58387434482574","  19,037,474 ","  13,270,694 ","  20,271,244 ","  43,669,454 ","  34,842,908 ","  23,118,324 ","  19,725,478 ","  24,850,428 ","  15,062,761 ","  11,976,465 ","  14,862,461 ","  20,953,273 ","  28,680,718 ","  16,765,339 ","  15,612,553 ","  19,286,878 ","  8 ","  8 "
"JUNIN_HUANCAYO","3","3","5","6","7","6","21","8","0.62594050168991","0.62431460618973","0.63831269741058","0.62573254108429","0.62134140729904","0.63902229070663","0.64758175611496","0.64698618650436","  152,751,436 ","  135,332,319 ","  129,747,217 ","  143,978,667 ","  127,673,903 ","  136,198,810 ","  128,885,125 ","  171,846,820 ","  117,796,252 ","  97,436,418 ","  105,490,887 ","  110,661,386 ","  108,738,452 ","  119,704,725 ","  116,468,382 ","  151,652,777 ","  13 ","  13 "
"JUNIN_JAUJA","4","3","9","13","11","10","25","27","0.5690204501152","0.56842297315598","0.58148670196533","0.55726730823517","0.57423907518387","0.58960449695587","0.59742325544357","0.60053420066833","  31,650,506 ","  53,029,924 ","  44,666,924 ","  95,989,449 ","  93,520,604 ","  46,006,375 ","  25,934,178 ","  35,178,872 ","  25,421,213 ","  24,773,984 ","  13,941,542 ","  50,603,589 ","  64,626,887 ","  38,089,575 ","  18,488,150 ","  22,516,173 ","  12 ","  9 "
"JUNIN_JUNIN","1","0","5","5","6","2","12","3","0.53572106361389","0.52169388532639","0.54175364971161","0.523517370224","0.5350239276886","0.54966938495636","0.56390047073364","0.55991077423096","  19,291,148 ","  21,667,104 ","  11,704,145 ","  36,860,321 ","  29,533,289 ","  18,850,376 ","  12,395,256 ","  11,926,053 ","  12,585,717 ","  15,365,181 ","  7,942,789 ","  18,415,088 ","  26,115,390 ","  14,942,658 ","  10,004,217 ","  8,440,430 ","  9 ","  6 "
"JUNIN_SATIPO","2","2","1","8","7","8","4","14","0.51537591218948","0.51930451393127","0.5186396241188","0.50431436300278","0.52936244010925","0.541499376297","0.55155551433563","0.56571310758591","  106,356,114 ","  105,403,740 ","  82,776,267 ","  114,946,529 ","  95,938,847 ","  114,320,578 ","  89,861,876 ","  105,007,966 ","  58,705,514 ","  91,186,918 ","  60,752,118 ","  69,952,119 ","  65,216,078 ","  92,265,950 ","  73,137,803 ","  89,262,307 ","  14 ","  10 "
"JUNIN_TARMA","7","8","5","8","18","18","14","19","0.56123405694962","0.55599403381348","0.56234019994736","0.55712246894836","0.56208544969559","0.57808858156204","0.58964931964874","0.59206980466843","  25,761,277 ","  25,776,934 ","  29,863,104 ","  50,711,041 ","  39,251,662 ","  34,853,829 ","  31,111,283 ","  39,017,522 ","  17,176,594 ","  16,546,491 ","  17,692,790 ","  31,767,038 ","  34,106,985 ","  30,235,930 ","  23,509,690 ","  33,902,963 ","  14 ","  7 "
"JUNIN_YAULI","1","0","3","3","8","1","5","2","0.66055303812027","0.64800637960434","0.64046853780746","0.63321393728256","0.62981617450714","0.64242494106293","0.64425927400589","0.6437805891037","  32,608,021 ","  44,562,977 ","  35,423,591 ","  52,001,278 ","  41,198,725 ","  34,987,060 ","  41,230,723 ","  43,363,121 ","  17,981,380 ","  27,510,484 ","  22,408,345 ","  26,742,415 ","  25,898,435 ","  20,043,549 ","  20,256,688 ","  33,815,712 ","  12 ","  8 "
"LA LIBERTAD_ASCOPE","0","2","3","2","3","8","6","2","0.63872110843658","0.6572493314743","0.65167796611786","0.61058413982391","0.64083129167557","0.64102077484131","0.64289647340775","0.63031721115112","  16,677,564 ","  21,545,461 ","  18,713,790 ","  55,223,336 ","  67,691,805 ","  27,386,121 ","  27,765,224 ","  38,485,358 ","  10,272,462 ","  14,920,155 ","  16,101,878 ","  32,202,778 ","  60,447,635 ","  24,202,045 ","  13,078,991 ","  18,969,005 ","  6 ","  7 "
"LA LIBERTAD_BOLIVAR","0","0","3","2","0","3","1","6","0.43806856870651","0.4463928937912","0.48709791898727","0.45252621173859","0.50706571340561","0.48981422185898","0.4993060529232","0.50656801462173","  29,935,243 ","  21,291,223 ","  20,446,099 ","  45,123,811 ","  22,239,039 ","  13,489,216 ","  8,519,965 ","  25,441,707 ","  13,723,811 ","  12,295,358 ","  9,940,539 ","  32,355,604 ","  15,000,811 ","  12,091,141 ","  6,629,564 ","  18,305,691 ","  5 ","  4 "
"LA LIBERTAD_CHEPEN","1","1","2","3","4","7","6","5","0.61317259073257","0.62636399269104","0.63549250364304","0.58358353376389","0.62240207195282","0.62103992700577","0.624272108078","0.63807547092438","  32,655,890 ","  32,290,419 ","  33,824,448 ","  64,988,196 ","  59,177,599 ","  86,787,941 ","  51,725,223 ","  49,411,438 ","  15,989,144 ","  18,120,166 ","  18,885,602 ","  48,208,276 ","  40,950,232 ","  58,644,322 ","  29,507,244 ","  40,844,824 ","  12 ","  11 "
"LA LIBERTAD_GRAN CHIMU","0","2","0","0","3","7","8","14","0.48670414090157","0.49726936221123","0.51273107528687","0.49280196428299","0.53676283359528","0.55274295806885","0.53613609075546","0.51585984230042","  13,692,267 ","  18,401,724 ","  42,472,070 ","  57,519,855 ","  60,846,134 ","  55,559,899 ","  62,156,732 ","  56,060,563 ","  9,545,066 ","  8,670,861 ","  15,245,084 ","  29,815,950 ","  36,858,419 ","  33,153,333 ","  29,567,057 ","  36,685,712 ","  7 ","  7 "
"LA LIBERTAD_JULCAN","0","1","0","1","1","4","11","3","0.43193408846855","0.40841096639633","0.45782482624054","0.41642534732819","0.45716616511345","0.45055085420609","0.47426918148994","0.45036679506302","  32,719,993 ","  35,419,584 ","  27,545,816 ","  53,521,061 ","  50,412,022 ","  50,704,841 ","  33,206,316 ","  43,472,145 ","  27,575,804 ","  21,828,106 ","  18,493,722 ","  21,376,653 ","  32,862,304 ","  36,325,355 ","  19,120,032 ","  27,953,042 ","  8 ","  5 "
"LA LIBERTAD_OTUZCO","0","0","0","2","6","15","6","2","0.43939977884293","0.44784250855446","0.4653545320034","0.44175255298615","0.4798249900341","0.48581087589264","0.4863204061985","0.46814996004105","  22,541,989 ","  58,957,136 ","  90,159,768 ","  72,849,735 ","  76,102,433 ","  73,219,000 ","  58,025,009 ","  61,942,178 ","  19,520,662 ","  18,348,600 ","  65,586,601 ","  39,617,540 ","  50,176,788 ","  45,862,417 ","  33,828,254 ","  49,238,754 ","  10 ","  5 "
"LA LIBERTAD_PACASMAYO","2","0","0","2","4","6","6","2","0.62936741113663","0.64474016427994","0.65236204862595","0.59893351793289","0.6337348818779","0.62772744894028","0.63529521226883","0.6437052488327","  15,453,543 ","  17,041,935 ","  26,138,775 ","  35,405,578 ","  30,849,024 ","  29,630,378 ","  21,263,348 ","  23,835,281 ","  10,888,567 ","  11,273,998 ","  21,048,409 ","  23,314,121 ","  23,597,843 ","  24,165,462 ","  17,430,081 ","  21,576,759 ","  9 ","  8 "
"LA LIBERTAD_PATAZ","0","3","4","0","15","21","5","2","0.4971296787262","0.49215111136436","0.53010988235474","0.4804799258709","0.53112310171127","0.53650552034378","0.52038478851318","0.53690040111542","  34,169,575 ","  40,636,626 ","  53,029,294 ","  109,393,026 ","  66,981,508 ","  67,697,309 ","  73,274,307 ","  61,830,583 ","  25,459,185 ","  29,126,003 ","  33,591,828 ","  53,877,627 ","  52,108,746 ","  49,734,153 ","  56,178,196 ","  45,084,023 ","  9 ","  4 "
"LA LIBERTAD_SANCHEZ CARRION","0","0","0","0","0","1","0","0","0.44872063398361","0.44037127494812","0.48343482613564","0.44859039783478","0.47429728507996","0.48627778887749","0.47643673419952","0.48948323726654","  89,706,374 ","  187,986,537 ","  249,281,935 ","  271,415,728 ","  306,256,626 ","  298,321,538 ","  207,619,684 ","  202,347,725 ","  72,407,763 ","  66,924,209 ","  102,662,403 ","  102,044,752 ","  116,337,934 ","  98,382,418 ","  90,551,916 ","  116,386,729 ","  7 ","  6 "
"LA LIBERTAD_SANTIAGO DE CHUCO","0","0","0","0","0","0","0","1","0.4917556643486","0.48743304610252","0.51007783412933","0.46394771337509","0.50014215707779","0.50368863344193","0.50488555431366","0.48431205749512","  46,808,429 ","  41,460,530 ","  81,091,321 ","  110,232,094 ","  73,156,390 ","  54,150,010 ","  43,264,518 ","  49,192,277 ","  37,930,033 ","  17,676,173 ","  49,142,864 ","  71,263,677 ","  52,604,719 ","  44,290,528 ","  31,275,105 ","  32,027,212 ","  11 ","  7 "
"LA LIBERTAD_TRUJILLO","1","2","0","0","5","2","0","2","0.6895437836647","0.68153858184814","0.69759690761566","0.64164733886719","0.66441887617111","0.67204433679581","0.68017941713333","0.6939612030983","  209,957,096 ","  237,493,626 ","  271,435,675 ","  276,114,391 ","  301,746,483 ","  276,641,776 ","  335,836,693 ","  265,377,943 ","  166,186,101 ","  172,180,878 ","  173,287,861 ","  194,679,205 ","  242,764,041 ","  220,390,076 ","  214,321,901 ","  225,159,732 ","  18 ","  11 "
"LA LIBERTAD_VIRU","0","0","0","0","0","0","0","1","0.59336721897125","0.60129100084305","0.60158777236938","0.57655030488968","0.60445111989975","0.61155164241791","0.60637956857681","0.60145032405853","  101,328,593 ","  136,262,149 ","  144,610,701 ","  154,269,585 ","  144,063,193 ","  115,393,513 ","  75,615,956 ","  98,373,632 ","  39,980,887 ","  72,958,820 ","  84,565,464 ","  76,281,865 ","  99,716,714 ","  83,514,792 ","  40,405,935 ","  55,936,665 ","  10 ","  8 "
"LAMBAYEQUE_CHICLAYO","12","12","27","11","20","16","11","17","0.6601175069809","0.66996419429779","0.67184084653854","0.64981776475906","0.65223175287247","0.65528047084808","0.65066981315613","0.6467547416687","  162,206,556 ","  162,820,917 ","  162,362,375 ","  191,966,196 ","  234,080,545 ","  268,820,966 ","  214,675,130 ","  222,023,218 ","  120,133,466 ","  121,160,415 ","  110,920,544 ","  111,449,196 ","  142,391,912 ","  190,810,344 ","  140,296,588 ","  162,434,077 ","  15 ","  12 "
"LAMBAYEQUE_FERREÑAFE","2","0","1","0","5","2","1","9","0.54562067985535","0.54615128040314","0.56066244840622","0.55304312705994","0.54429090023041","0.56613034009933","0.55114710330963","0.54964810609818","  20,228,453 ","  27,634,095 ","  31,470,897 ","  61,766,420 ","  51,084,173 ","  50,253,784 ","  37,966,903 ","  47,428,680 ","  16,248,289 ","  15,784,229 ","  20,200,462 ","  33,194,916 ","  40,340,448 ","  40,240,713 ","  30,413,785 ","  31,260,401 ","  7 ","  9 "
"LAMBAYEQUE_LAMBAYEQUE","3","3","5","5","11","12","3","8","0.58225256204605","0.57447224855423","0.58639186620712","0.56654757261276","0.57431721687317","0.59218871593475","0.58184796571732","0.57467180490494","  74,295,785 ","  70,408,758 ","  68,769,277 ","  117,373,785 ","  107,292,917 ","  122,643,374 ","  134,236,328 ","  111,146,830 ","  45,293,486 ","  40,652,031 ","  43,486,383 ","  54,108,716 ","  86,380,726 ","  73,920,601 ","  82,008,480 ","  79,415,195 ","  12 ","  11 "
"LIMA_BARRANCA","0","0","0","1","0","0","0","0","0.6514710187912","0.65129405260086","0.64844858646393","0.60466641187668","0.60828942060471","0.64599114656448","0.63763570785522","0.64710742235184","  37,985,226 ","  39,830,694 ","  42,465,941 ","  53,501,993 ","  56,641,887 ","  62,326,613 ","  66,553,693 ","  58,769,668 ","  28,215,351 ","  31,121,769 ","  32,598,916 ","  38,469,694 ","  43,593,932 ","  51,282,056 ","  56,869,546 ","  53,473,365 ","  17 ","  11 "
"LIMA_CAJATAMBO","0","0","0","0","0","1","0","0","0.4967246055603","0.52775204181671","0.52233302593231","0.51131701469421","0.48106524348259","0.50584161281586","0.50005358457565","0.53795462846756","  3,087,261 ","  5,032,764 ","  3,995,796 ","  19,931,804 ","  19,251,547 ","  12,952,800 ","  6,255,090 ","  4,594,700 ","  2,070,422 ","  2,986,631 ","  3,220,188 ","  11,610,070 ","  13,077,016 ","  10,728,342 ","  4,992,948 ","  3,697,055 ","  6 ","  5 "
"LIMA_CANTA","1","1","15","3","4","6","5","6","0.58523261547089","0.59638625383377","0.59504455327988","0.54735279083252","0.54589772224426","0.58456158638","0.58966320753098","0.57735133171082","  4,873,044 ","  4,687,939 ","  5,302,778 ","  17,320,979 ","  13,555,470 ","  9,236,915 ","  8,872,195 ","  10,207,863 ","  4,041,111 ","  3,960,472 ","  3,226,651 ","  7,601,694 ","  8,990,623 ","  5,029,232 ","  7,843,932 ","  4,828,974 ","  9 ","  7 "
"LIMA_CAÑETE","0","0","0","0","0","1","0","0","0.65621268749237","0.66332405805588","0.65658777952194","0.60051822662354","0.61150574684143","0.65927910804749","0.66166907548904","0.65369611978531","  80,787,932 ","  57,793,709 ","  63,174,244 ","  91,929,729 ","  77,542,812 ","  110,396,107 ","  118,339,114 ","  100,362,779 ","  50,059,311 ","  39,697,082 ","  34,680,965 ","  56,327,231 ","  59,206,845 ","  70,202,095 ","  86,368,011 ","  68,684,391 ","  19 ","  11 "
"LIMA_HUARAL","1","0","1","0","0","1","1","2","0.63735222816467","0.65226703882217","0.64904308319092","0.59509366750717","0.59978169202805","0.63911098241806","0.64690226316452","0.64987617731094","  67,037,296 ","  129,272,778 ","  155,552,232 ","  164,279,647 ","  157,783,405 ","  181,931,611 ","  114,049,381 ","  133,028,578 ","  50,685,761 ","  55,414,386 ","  59,053,759 ","  58,653,837 ","  51,337,768 ","  80,841,585 ","  62,644,923 ","  95,808,253 ","  19 ","  12 "
"LIMA_HUAROCHIRI","3","2","13","9","0","0","0","0","0.62570708990097","0.63568353652954","0.62720519304276","0.58680325746536","0.59127050638199","0.62306725978851","0.6271944642067","0.62827038764954","  21,511,478 ","  28,607,353 ","  24,896,936 ","  40,514,651 ","  70,788,356 ","  57,251,290 ","  36,718,839 ","  29,455,280 ","  15,447,096 ","  22,458,298 ","  15,282,212 ","  28,535,961 ","  62,611,188 ","  51,673,828 ","  29,685,757 ","  24,634,977 ","  10 ","  9 "
"LIMA_HUAURA","2","3","0","3","9","7","3","8","0.66166788339615","0.66558873653412","0.66052061319351","0.61107993125916","0.62111777067184","0.6733825802803","0.66206085681915","0.65735626220703","  60,544,441 ","  61,961,498 ","  50,569,947 ","  69,018,025 ","  106,059,770 ","  80,032,853 ","  99,678,589 ","  108,929,709 ","  38,972,085 ","  43,423,325 ","  37,625,207 ","  40,390,221 ","  46,037,056 ","  47,685,493 ","  61,454,113 ","  87,815,187 ","  16 ","  10 "
"LIMA_OYON","0","0","0","0","0","1","0","0","0.57501417398453","0.58071315288544","0.56407284736633","0.53162306547165","0.52403694391251","0.56290280818939","0.53981757164001","0.59895116090775","  18,386,411 ","  22,718,212 ","  26,237,781 ","  45,129,074 ","  26,922,154 ","  20,339,465 ","  14,017,428 ","  27,662,978 ","  13,884,994 ","  16,205,445 ","  13,589,222 ","  35,926,102 ","  20,849,373 ","  13,966,402 ","  11,651,526 ","  13,400,734 ","  8 ","  9 "
"LIMA_YAUYOS","0","0","1","0","0","0","0","0","0.53778094053268","0.56079250574112","0.54428899288177","0.53095304965973","0.5047355890274","0.55461168289185","0.51921933889389","0.53306657075882","  7,592,891 ","  17,089,568 ","  28,840,493 ","  60,883,997 ","  63,474,097 ","  52,058,182 ","  31,729,600 ","  14,037,586 ","  5,800,422 ","  4,702,617 ","  12,017,474 ","  19,723,334 ","  43,901,804 ","  36,974,048 ","  17,756,372 ","  5,283,842 ","  10 ","  8 "
"LORETO_ALTO AMAZONAS","0","0","0","1","0","0","0","0","0.53837764263153","0.55594927072525","0.5435882806778","0.50083321332932","0.50293684005737","0.53099876642227","0.52528125047684","0.53071713447571","  61,846,218 ","  48,566,999 ","  94,729,761 ","  119,397,979 ","  99,791,986 ","  99,245,890 ","  95,802,147 ","  158,177,045 ","  33,701,523 ","  32,197,276 ","  86,912,946 ","  100,465,669 ","  88,932,480 ","  80,652,560 ","  74,848,840 ","  83,587,259 ","  8 ","  9 "
"LORETO_DATEM DEL MARAÑON","4","0","5","3","5","4","1","9","0.43578433990479","0.44586810469627","0.44069543480873","0.43844616413116","0.43629881739616","0.46259614825249","0.44256386160851","0.44902768731117","  36,877,242 ","  23,563,881 ","  19,196,617 ","  35,698,966 ","  43,457,984 ","  31,718,507 ","  36,918,572 ","  50,900,824 ","  31,684,329 ","  21,547,082 ","  11,956,781 ","  20,454,889 ","  31,280,205 ","  25,566,312 ","  24,292,085 ","  37,925,394 ","  11 ","  7 "
"LORETO_LORETO","3","1","44","13","11","9","16","18","0.46410363912582","0.46240276098251","0.47370091080666","0.44443795084953","0.44428995251656","0.4738076031208","0.45910459756851","0.46238920092583","  25,743,514 ","  72,600,470 ","  108,647,482 ","  116,780,887 ","  88,802,206 ","  105,777,517 ","  93,203,557 ","  73,665,623 ","  19,881,531 ","  17,764,579 ","  18,377,500 ","  70,703,770 ","  63,113,712 ","  78,916,485 ","  72,314,204 ","  65,481,787 ","  12 ","  7 "
"LORETO_MARISCAL RAMON CASTILLA","0","0","0","0","0","0","1","0","0.4591751396656","0.46114140748978","0.47371965646744","0.45179307460785","0.45131719112396","0.47430565953255","0.45955988764763","0.48506784439087","  31,956,457 ","  21,878,932 ","  19,454,233 ","  33,992,185 ","  34,147,371 ","  41,832,747 ","  45,942,072 ","  42,897,247 ","  26,971,359 ","  19,421,235 ","  15,540,029 ","  18,815,090 ","  20,788,198 ","  25,164,426 ","  33,645,110 ","  36,957,370 ","  9 ","  7 "
"LORETO_MAYNAS","3","6","69","8","9","14","17","16","0.6225813627243","0.62597900629044","0.61635047197342","0.57471257448196","0.56991750001907","0.59724479913712","0.59295469522476","0.59702903032303","  162,167,093 ","  164,046,482 ","  165,811,368 ","  171,993,151 ","  148,892,353 ","  147,955,235 ","  128,863,997 ","  156,351,183 ","  102,677,929 ","  113,909,606 ","  117,790,169 ","  141,132,344 ","  116,462,052 ","  130,746,415 ","  108,520,033 ","  137,755,463 ","  14 ","  12 "
"LORETO_PUTUMAYO","0","0","15","4","4","5","11","6","0.47624456882477","0.44981935620308","0.48254558444023","0.45855125784874","0.45892640948296","0.46443077921867","0.4609032869339","0.49658554792404","  13,947,573 ","  21,615,829 ","  6,958,370 ","  8,347,940 ","  9,761,049 ","  6,082,706 ","  6,141,247 ","  5,875,135 ","  5,941,256 ","  17,840,033 ","  6,598,392 ","  6,734,537 ","  9,394,355 ","  5,822,277 ","  5,855,667 ","  5,451,965 ","  11 ","  5 "
"LORETO_REQUENA","0","1","7","1","0","0","0","1","0.48759683966637","0.49733451008797","0.50266563892365","0.48007816076279","0.46358585357666","0.49255341291428","0.47535806894302","0.49377286434174","  19,496,641 ","  24,050,353 ","  22,912,686 ","  32,954,400 ","  28,626,352 ","  35,580,991 ","  64,865,382 ","  98,371,430 ","  16,881,699 ","  17,927,633 ","  17,248,932 ","  24,179,359 ","  24,341,977 ","  27,266,460 ","  43,743,147 ","  86,957,012 ","  12 ","  6 "
"LORETO_UCAYALI","0","0","16","5","6","9","11","4","0.5066904425621","0.49697217345238","0.51366895437241","0.50133317708969","0.47529026865959","0.50579577684402","0.49405664205551","0.5265554189682","  25,654,283 ","  31,253,553 ","  31,114,802 ","  50,446,090 ","  40,309,748 ","  32,354,038 ","  37,276,798 ","  41,861,533 ","  20,081,093 ","  27,001,046 ","  17,972,127 ","  33,623,693 ","  34,630,520 ","  29,452,411 ","  27,589,561 ","  33,271,396 ","  9 ","  9 "
"MADRE DE DIOS_MANU","1","0","0","0","0","1","0","0","0.60272258520126","0.63622468709946","0.62206315994263","0.57751965522766","0.58687537908554","0.6171857714653","0.63529342412949","0.63936984539032","  6,963,148 ","  7,407,618 ","  8,448,987 ","  19,844,966 ","  8,843,536 ","  28,839,719 ","  23,993,908 ","  11,656,176 ","  3,375,018 ","  5,994,194 ","  4,786,160 ","  15,742,221 ","  7,756,151 ","  10,779,112 ","  16,819,451 ","  10,602,366 ","  7 ","  7 "
"MADRE DE DIOS_TAHUAMANU","13","7","7","4","9","9","22","52","0.63577407598495","0.66718673706055","0.64924621582031","0.59510099887848","0.59644269943237","0.62806272506714","0.65079790353775","0.64681100845337","  15,257,839 ","  18,110,800 ","  16,460,635 ","  34,518,117 ","  27,403,814 ","  20,171,010 ","  8,094,552 ","  13,280,979 ","  5,680,971 ","  13,491,019 ","  6,158,980 ","  10,922,307 ","  22,474,672 ","  19,166,134 ","  5,167,493 ","  11,496,251 ","  8 ","  5 "
"MADRE DE DIOS_TAMBOPATA","3","6","2","14","8","2","7","22","0.6600050330162","0.67786061763763","0.6674912571907","0.60836410522461","0.61377209424973","0.64224410057068","0.65903449058533","0.65606838464737","  48,632,190 ","  42,285,217 ","  61,547,429 ","  88,841,396 ","  74,658,852 ","  77,778,304 ","  70,075,802 ","  82,316,045 ","  37,057,029 ","  32,616,645 ","  35,954,477 ","  54,420,400 ","  63,855,918 ","  60,118,206 ","  51,412,050 ","  68,713,618 ","  13 ","  8 "
"MOQUEGUA_GENERAL SANCHEZ CERRO","0","0","3","1","0","2","5","17","0.55418300628662","0.58442777395248","0.61130970716476","0.62142896652222","0.62756323814392","0.63814944028854","0.66062200069427","0.66804218292236","  13,102,956 ","  13,720,238 ","  20,480,448 ","  75,585,890 ","  83,509,638 ","  51,329,334 ","  24,871,214 ","  17,163,515 ","  9,221,403 ","  8,497,691 ","  8,017,128 ","  15,130,925 ","  40,955,692 ","  27,351,502 ","  8,538,605 ","  12,641,986 ","  4 ","  6 "
"MOQUEGUA_GENERAL SANCHEZ CERRO","0","0","0","0","1","0","0","0","0.55418300628662","0.58442777395248","0.61130970716476","0.62142896652222","0.62756323814392","0.63814944028854","0.66062200069427","0.66804218292236","  13,102,956 ","  13,720,238 ","  20,480,448 ","  75,585,890 ","  83,509,638 ","  51,329,334 ","  24,871,214 ","  17,163,515 ","  9,221,403 ","  8,497,691 ","  8,017,128 ","  15,130,925 ","  40,955,692 ","  27,351,502 ","  8,538,605 ","  12,641,986 ","  4 ","  6 "
"MOQUEGUA_ILO","2","5","3","4","4","3","29","10","0.7323893904686","0.74720996618271","0.75265896320343","0.75914508104324","0.78621977567673","0.78944301605225","0.79080015420914","0.7839367389679","  101,283,181 ","  96,273,424 ","  90,976,974 ","  100,241,431 ","  125,517,962 ","  182,275,918 ","  168,083,432 ","  181,315,437 ","  66,542,177 ","  68,644,799 ","  68,653,647 ","  60,896,199 ","  84,782,145 ","  129,945,036 ","  141,532,734 ","  140,807,981 ","  10 ","  8 "
